,Name Of The Movie,Year Of Release,IMDB Rating,Metascore,Number Of Votes,IMDB Rating Scaled to 100
529,Eight Crazy Nights,2002,5.4,23,21191,54.0
530,Tuck Everlasting,2002,6.6,66,20827,66.0
531,Below,2002,6.1,55,20702,61.0
532,Dark Blue,2002,6.6,57,20223,66.0
533,Feardotcom,2002,3.4,16,19658,34.0
534,Big Trouble,2002,6.5,47,19534,65.0
535,Ballistic: Ecks vs. Sever,2002,3.7,19,18996,37.0
536,Swimfan,2002,5.1,29,18768,51.0
537,Russkiy kovcheg,2002,7.4,86,18728,74.0
538,Like Mike,2002,5.3,47,18647,53.0
539,Darkness,2002,5.5,15,18609,55.0
540,À la folie... pas du tout,2002,7.2,63,18218,72.0
541,Return to Never Land,2002,5.8,49,18023,58.0
542,Uzak,2002,7.6,84,18006,76.0
543,Divine Secrets of the Ya-Ya Sisterhood,2002,6.1,48,17838,61.0
544,Gerry,2002,6.1,54,17658,61.0
545,Roger Dodger,2002,6.9,75,16753,69.0
546,Serving Sara,2002,5.4,18,16559,54.0
547,The Emperor's Club,2002,6.9,49,16386,69.0
548,Laurel Canyon,2002,6.4,61,15788,64.0
549,Swept Away,2002,3.6,18,15518,36.0
550,Dolls,2002,7.6,71,15512,76.0
551,The Guru,2002,5.3,47,14699,53.0
552,Half Past Dead,2002,4.7,23,14450,47.0
553,The Banger Sisters,2002,5.6,48,14269,56.0
554,Welcome to Collinwood,2002,6.4,61,14053,64.0
555,The Wild Thornberrys Movie,2002,5.6,69,13877,56.0
556,Slackers,2002,5.4,12,13649,54.0
557,Sorority Boys,2002,5.5,25,13627,55.0
558,Moonlight Mile,2002,6.6,59,13363,66.0
559,Amen.,2002,7.2,57,13296,72.0
560,Clockstoppers,2002,5.2,40,13257,52.0
561,Auto Focus,2002,6.6,66,13067,66.0
562,The Dangerous Lives of Altar Boys,2002,7.0,69,13026,70.0
563,Los lunes al sol,2002,7.6,64,12918,76.0
564,El crimen del Padre Amaro,2002,6.7,60,12878,67.0
565,Sweet Sixteen,2002,7.4,86,12864,74.0
566,Possession,2002,6.3,52,12654,63.0
567,All About the Benjamins,2002,5.9,34,12437,59.0
568,Stealing Harvard,2002,5.2,25,12399,52.0
569,They,2002,4.8,31,12202,48.0
570,Spellbound,2002,7.5,80,11798,75.0
571,Nicholas Nickleby,2002,7.1,71,11364,71.0
572,Ararat,2002,6.3,62,11236,63.0
573,Lost in La Mancha,2002,7.3,74,11092,73.0
574,Ritânâ,2002,6.4,36,10963,64.0
576,People I Know,2002,5.5,53,10915,55.0
577,Paid in Full,2002,7.1,49,10401,71.0
578,The Good Thief,2002,6.5,68,9923,65.0
579,The Truth About Charlie,2002,4.7,55,9841,47.0
580,All or Nothing,2002,7.5,72,9801,75.0
581,Poolhall Junkies,2002,6.9,36,9532,69.0
582,The Lord of the Rings: The Return of the King,2003,8.9,94,1603361,89.0
583,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,1000954,80.0
584,Kill Bill: Vol. 1,2003,8.1,69,976718,81.0
585,Finding Nemo,2003,8.1,90,927475,81.0
586,The Matrix Reloaded,2003,7.2,62,505816,72.0
587,X2,2003,7.4,68,503900,74.0
588,Oldeuboi,2003,8.4,77,500718,84.0
589,The Matrix Revolutions,2003,6.8,47,439374,68.0
590,Love Actually,2003,7.6,55,415619,76.0
591,Mystic River,2003,7.9,84,411186,79.0
592,Big Fish,2003,8.0,58,408226,80.0
593,Lost in Translation,2003,7.7,89,403298,77.0
594,The Last Samurai,2003,7.7,55,392030,77.0
595,Terminator 3: Rise of the Machines,2003,6.3,66,371615,63.0
596,Bruce Almighty,2003,6.8,46,365504,68.0
597,The Italian Job,2003,7.0,68,337373,70.0
598,The School of Rock,2003,7.1,82,262390,71.0
599,Underworld,2003,7.0,42,249302,70.0
600,Hulk,2003,5.6,54,248694,56.0
601,2 Fast 2 Furious,2003,5.9,38,246641,59.0
602,Bad Boys II,2003,6.6,38,227506,66.0
603,Identity,2003,7.3,64,222469,73.0
604,21 Grams,2003,7.7,70,221290,77.0
605,Old School,2003,7.1,54,211582,71.0
606,Elf,2003,6.9,64,211512,69.0
607,How to Lose a Guy in 10 Days,2003,6.4,45,205210,64.0
608,Daredevil,2003,5.3,42,204219,53.0
609,Anger Management,2003,6.3,52,200399,63.0
610,Master and Commander: The Far Side of the World,2003,7.4,81,198365,74.0
611,American Wedding,2003,6.3,43,191510,63.0
612,The League of Extraordinary Gentlemen,2003,5.8,30,164304,58.0
613,Once Upon a Time in Mexico,2003,6.4,56,151714,64.0
614,Final Destination 2,2003,6.2,38,149220,62.0
615,Johnny English,2003,6.2,51,145011,62.0
616,Cold Mountain,2003,7.2,73,137975,72.0
617,S.W.A.T.,2003,6.0,45,136150,60.0
618,Good Bye Lenin!,2003,7.7,68,135655,77.0
619,Scary Movie 3,2003,5.5,49,135304,55.0
620,Dogville,2003,8.0,60,134915,80.0
621,Monster,2003,7.3,74,133157,73.0
622,Bad Santa,2003,7.0,70,131759,70.0
623,Lara Croft Tomb Raider: The Cradle of Life,2003,5.6,43,128236,56.0
624,The Texas Chainsaw Massacre,2003,6.2,38,128063,62.0
625,The Recruit,2003,6.6,56,127972,66.0
626,Salinui chueok,2003,8.1,82,127930,81.0
627,Freaky Friday,2003,6.2,70,122484,62.0
628,Matchstick Men,2003,7.3,61,122083,73.0
629,Charlie's Angels: Full Throttle,2003,4.9,48,119278,49.0
630,Tears of the Sun,2003,6.6,48,111204,66.0
631,Something's Gotta Give,2003,6.7,66,109953,67.0
632,Freddy vs. Jason,2003,5.7,37,108619,57.0
633,The Dreamers,2003,7.2,62,108505,72.0
634,The Life of David Gale,2003,7.6,31,107539,76.0
635,Wrong Turn,2003,6.1,32,106703,61.0
636,Gothika,2003,5.8,38,104714,58.0
637,Paycheck,2003,6.3,43,101775,63.0
638,The Rundown,2003,6.7,59,99835,67.0
639,Shanghai Knights,2003,6.2,58,98804,62.0
640,Brother Bear,2003,6.8,48,94301,68.0
641,Cheaper by the Dozen,2003,5.9,46,92245,59.0
642,The Core,2003,5.5,48,91894,55.0
643,Intolerable Cruelty,2003,6.2,71,89928,62.0
644,Runaway Jury,2003,7.1,61,89649,71.0
645,Dreamcatcher,2003,5.5,35,87702,55.0
646,Elephant,2003,7.2,70,84440,72.0
647,The Room,2003,3.7,9,80171,37.0
648,Thirteen,2003,6.8,70,78547,68.0
649,Mona Lisa Smile,2003,6.5,45,76209,65.0
650,Holes,2003,7.0,71,75794,70.0
651,Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003,8.0,85,75578,80.0
652,House of 1000 Corpses,2003,6.1,31,74898,61.0
653,Girl with a Pearl Earring,2003,6.9,72,71189,69.0
654,Ong-bak,2003,7.2,69,70212,72.0
655,Just Married,2003,5.5,28,66831,55.0
656,The Station Agent,2003,7.6,81,66550,76.0
657,Jeux d'enfants,2003,7.6,45,66387,76.0
658,Haute tension,2003,6.8,42,66379,68.0
659,Seabiscuit,2003,7.3,72,65853,73.0
660,Open Range,2003,7.4,67,65548,74.0
661,Peter Pan,2003,6.8,64,65222,68.0
662,House of Sand and Fog,2003,7.5,71,64285,75.0
663,Daddy Day Care,2003,5.6,39,62551,56.0
664,Kal ho naa ho,2003,8.0,54,61977,80.0
665,"Legally Blonde 2: Red, White & Blonde",2003,4.8,47,60252,48.0
666,Timeline,2003,5.7,28,59586,57.0
667,Coffee and Cigarettes,2003,7.1,65,58828,71.0
668,What a Girl Wants,2003,5.8,41,58472,58.0
669,Basic,2003,6.5,34,58468,65.0
670,Jeepers Creepers 2,2003,5.6,36,57275,56.0
671,Out of Time,2003,6.5,63,56022,65.0
672,"Janghwa, Hongryeon",2003,7.2,65,54855,72.0
673,Duplex,2003,5.9,50,54640,59.0
674,Spy Kids 3: Game Over,2003,4.3,57,53712,43.0
675,Secondhand Lions,2003,7.5,52,51401,75.0
676,The Cat in the Hat,2003,3.9,19,51018,39.0
677,Stuck on You,2003,5.7,62,50568,57.0
678,Open Water,2003,5.7,63,50350,57.0
679,Les triplettes de Belleville,2003,7.8,91,49927,78.0
680,Sinbad: Legend of the Seven Seas,2003,6.7,48,48163,67.0
681,Bulletproof Monk,2003,5.5,40,47279,55.0
682,American Splendor,2003,7.4,90,47033,74.0
683,National Security,2003,5.6,31,46960,56.0
684,Zatôichi,2003,7.5,75,46575,75.0
685,Under the Tuscan Sun,2003,6.8,52,46415,68.0
686,Gigli,2003,2.5,18,45672,25.0
687,A Man Apart,2003,6.1,36,44344,61.0
688,11:14,2003,7.2,65,44281,72.0
689,The Hunted,2003,6.1,40,43041,61.0
690,Honey,2003,5.4,37,42816,54.0
691,Swimming Pool,2003,6.7,70,41761,67.0
692,Vozvrashchenie,2003,8.0,82,41330,80.0
693,The Haunted Mansion,2003,5.0,34,41016,50.0
694,Cradle 2 the Grave,2003,5.8,36,40821,58.0
695,Down with Love,2003,6.3,52,38887,63.0
696,The Medallion,2003,5.3,38,38521,53.0
697,Radio,2003,6.9,38,37666,69.0
698,Dumb and Dumberer: When Harry Met Lloyd,2003,3.4,19,36836,34.0
699,House of the Dead,2003,2.0,15,35606,20.0
700,Hollywood Homicide,2003,5.3,47,35494,53.0
701,The Lizzie McGuire Movie,2003,5.5,56,35144,55.0
702,Ondskan,2003,7.8,61,35127,78.0
703,Uptown Girls,2003,6.2,33,34623,62.0
704,Bringing Down the House,2003,5.6,39,34428,56.0
705,Touching the Void,2003,8.0,82,33107,80.0
706,Confidence,2003,6.7,59,32995,67.0
707,The Missing,2003,6.5,55,32679,65.0
708,Shattered Glass,2003,7.1,73,32670,71.0
709,Agent Cody Banks,2003,5.1,41,32479,51.0
710,Looney Tunes: Back in Action,2003,5.7,64,32431,57.0
711,The Cooler,2003,6.9,69,32095,69.0
712,Tôkyô goddofâzâzu,2003,7.8,73,29830,78.0
713,Darkness Falls,2003,5.0,23,29800,50.0
714,Anything Else,2003,6.3,43,29330,63.0
715,Kangaroo Jack,2003,4.4,16,29080,44.0
716,The Human Stain,2003,6.2,57,28878,62.0
717,Les invasions barbares,2003,7.6,70,27951,76.0
718,My Boss's Daughter,2003,4.7,15,27949,47.0
719,Beyond Borders,2003,6.5,32,25943,65.0
720,A Mighty Wind,2003,7.2,81,25570,72.0
721,Ned Kelly,2003,6.5,56,25474,65.0
722,View from the Top,2003,5.2,27,25218,52.0
723,From Justin to Kelly,2003,2.1,14,24674,21.0
724,Kontroll,2003,7.7,72,24064,77.0
725,My Life Without Me,2003,7.5,57,23916,75.0
726,Capturing the Friedmans,2003,7.7,90,23645,77.0
727,Calendar Girls,2003,6.9,60,22829,69.0
728,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,8.1,87,22511,81.0
729,The United States of Leland,2003,7.1,37,22492,71.0
730,In the Cut,2003,5.3,46,21543,53.0
731,Wonderland,2003,6.6,43,21038,66.0
732,Cold Creek Manor,2003,5.0,37,20755,50.0
733,The Corporation,2003,8.1,73,20238,81.0
734,La meglio gioventù,2003,8.5,89,20179,85.0
735,Pieces of April,2003,7.0,70,19889,70.0
736,Saints and Soldiers,2003,6.7,56,19782,67.0
737,Code 46,2003,6.2,57,19751,62.0
738,De grønne slagtere,2003,7.3,54,19001,73.0
739,Veronica Guerin,2003,6.9,55,18921,69.0
740,Malibu's Most Wanted,2003,5.2,43,18342,52.0
741,Head of State,2003,5.5,44,17931,55.0
742,Carandiru,2003,7.6,71,17745,76.0
743,Willard,2003,6.1,61,17327,61.0
744,The Order,2003,5.2,21,16783,52.0
745,Latter Days,2003,7.0,45,16764,70.0
746,Chakushin ari,2003,6.2,54,16495,62.0
747,A Guy Thing,2003,5.6,27,16412,56.0
748,The In-Laws,2003,5.7,46,16119,57.0
749,Gods and Generals,2003,6.4,30,15182,64.0
750,Intermission,2003,6.8,64,15075,68.0
751,Party Monster,2003,6.3,36,14785,63.0
752,The Jungle Book 2,2003,5.4,38,14733,54.0
753,Luther,2003,6.6,47,14556,66.0
754,Azumi,2003,6.8,49,14219,68.0
755,Io non ho paura,2003,7.4,73,14186,74.0
756,The Brown Bunny,2003,5.0,51,13576,50.0
757,Dickie Roberts: Former Child Star,2003,5.6,36,13474,56.0
758,Young Adam,2003,6.4,67,13128,64.0
759,Politiki kouzina,2003,7.5,48,13059,75.0
760,Alex & Emma,2003,5.6,32,12860,56.0
761,Biker Boyz,2003,4.7,36,12614,47.0
762,Undead,2003,5.4,34,12473,54.0
763,Owning Mahowny,2003,7.1,70,12422,71.0
764,Shade,2003,6.3,40,11987,63.0
765,Grind,2003,6.0,30,11667,60.0
766,Gokudô kyôfu dai-gekijô: Gozu,2003,7.0,58,11004,70.0
767,Le divorce,2003,4.9,51,10882,49.0
768,The Shape of Things,2003,6.7,59,10815,67.0
769,Ruang rak noi nid mahasan,2003,7.5,73,10744,75.0
770,Monsieur Ibrahim et les fleurs du Coran,2003,7.3,69,10662,73.0
771,La finestra di fronte,2003,7.3,55,10563,73.0
772,Sylvia,2003,6.3,56,10214,63.0
773,All the Real Girls,2003,6.8,71,10200,68.0
774,Le temps du loup,2003,6.6,71,9619,66.0
775,Eternal Sunshine of the Spotless Mind,2004,8.3,89,889317,83.0
776,Kill Bill: Vol. 2,2004,8.0,83,667851,80.0
777,The Incredibles,2004,8.0,90,642451,80.0
778,Million Dollar Baby,2004,8.1,86,622963,81.0
779,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,532849,79.0
780,Spider-Man 2,2004,7.3,83,532310,73.0
781,The Notebook,2004,7.8,53,507752,78.0
782,Shaun of the Dead,2004,7.9,76,502125,79.0
783,"I, Robot",2004,7.1,59,490781,71.0
784,Troy,2004,7.2,56,479476,72.0
785,The Butterfly Effect,2004,7.6,30,444098,76.0
786,The Bourne Supremacy,2004,7.7,73,427081,77.0
787,Crash,2004,7.7,66,415053,77.0
788,Shrek 2,2004,7.2,75,409883,72.0
789,The Day After Tomorrow,2004,6.4,47,408261,64.0
790,The Terminal,2004,7.4,55,396499,74.0
791,Saw,2004,7.6,46,371810,76.0
792,Collateral,2004,7.5,71,352560,75.0
793,Ocean's Twelve,2004,6.5,58,351650,65.0
794,The Machinist,2004,7.7,61,350807,77.0
795,Hotel Rwanda,2004,8.1,79,329134,81.0
796,The Aviator,2004,7.5,77,326916,75.0
797,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,324576,72.0
798,Mean Girls,2004,7.0,66,324536,70.0
799,Der Untergang,2004,8.2,82,324517,82.0
800,Man on Fire,2004,7.7,47,323668,77.0
801,50 First Dates,2004,6.8,48,320465,68.0
802,Hauru no ugoku shiro,2004,8.2,80,318737,82.0
803,Hellboy,2004,6.8,72,302593,68.0
804,National Treasure,2004,6.9,39,299240,69.0
805,Meet the Fockers,2004,6.3,41,249042,63.0
806,Van Helsing,2004,6.1,35,240477,61.0
807,The Village,2004,6.5,44,238495,65.0
808,Dawn of the Dead,2004,7.3,59,230491,73.0
809,Before Sunset,2004,8.0,90,228673,80.0
810,Dodgeball: A True Underdog Story,2004,6.7,55,225443,67.0
811,The Passion of the Christ,2004,7.2,47,212292,72.0
812,The Chronicles of Riddick,2004,6.7,38,212038,67.0
813,Garden State,2004,7.4,67,205256,74.0
814,Closer,2004,7.2,65,199750,72.0
815,The Girl Next Door,2004,6.7,47,198398,67.0
816,Finding Neverland,2004,7.7,67,196318,77.0
817,Napoleon Dynamite,2004,6.9,64,194882,69.0
818,A Series of Unfortunate Events,2004,6.8,62,193061,68.0
819,EuroTrip,2004,6.6,45,191392,66.0
820,Resident Evil: Apocalypse,2004,6.2,35,183327,62.0
821,AVP: Alien vs. Predator,2004,5.6,29,181886,56.0
822,Harold & Kumar Go to White Castle,2004,7.1,64,179338,71.0
823,Secret Window,2004,6.6,46,178703,66.0
824,Sideways,2004,7.5,94,176982,75.0
825,The Life Aquatic with Steve Zissou,2004,7.3,62,175626,73.0
826,The Polar Express,2004,6.6,61,167983,66.0
827,Shark Tale,2004,6.0,48,163853,60.0
828,Layer Cake,2004,7.3,73,163696,73.0
829,Blade: Trinity,2004,5.9,38,163482,59.0
830,13 Going on 30,2004,6.2,57,162134,62.0
831,Alexander,2004,5.6,39,160362,56.0
832,King Arthur,2004,6.3,46,157633,63.0
833,Team America: World Police,2004,7.2,64,157500,72.0
834,The Punisher,2004,6.4,33,147800,64.0
835,The Grudge,2004,5.9,49,137176,59.0
836,Starsky & Hutch,2004,6.1,55,136783,61.0
837,Ray,2004,7.7,73,136045,77.0
838,White Chicks,2004,5.6,41,127912,56.0
839,Fahrenheit 9/11,2004,7.5,67,125415,75.0
840,Kung fu,2004,7.7,78,124695,77.0
841,Along Came Polly,2004,6.0,44,124442,60.0
842,The Phantom of the Opera,2004,7.2,40,114636,72.0
843,Catwoman,2004,3.4,27,108875,34.0
844,Shi mian mai fu,2004,7.5,89,106457,75.0
845,Bridget Jones: The Edge of Reason,2004,6.0,44,103279,60.0
846,The Manchurian Candidate,2004,6.6,76,102051,66.0
847,Super Size Me,2004,7.2,73,99899,72.0
848,The Ladykillers,2004,6.2,56,97873,62.0
849,Primer,2004,6.9,68,96145,69.0
850,Diarios de motocicleta,2004,7.8,75,95364,78.0
851,Cellular,2004,6.5,60,91913,65.0
852,Around the World in 80 Days,2004,5.9,49,83314,59.0
853,Sky Captain and the World of Tomorrow,2004,6.0,64,80892,60.0
854,A Cinderella Story,2004,5.9,25,79411,59.0
855,Taking Lives,2004,6.3,38,78927,63.0
856,Garfield,2004,5.0,27,77640,50.0
857,Spanglish,2004,6.4,48,77455,64.0
858,The SpongeBob SquarePants Movie,2004,7.1,66,76793,71.0
859,Hidalgo,2004,6.7,54,76350,67.0
860,Mar adentro,2004,8.0,74,76302,80.0
861,The Princess Diaries 2: Royal Engagement,2004,5.8,43,72446,58.0
862,Un long dimanche de fiançailles,2004,7.6,76,70187,76.0
863,Walking Tall,2004,6.3,44,69601,63.0
864,Banlieue 13,2004,7.2,70,65756,72.0
865,Mysterious Skin,2004,7.6,73,64991,76.0
866,The Forgotten,2004,5.8,43,63317,58.0
867,Jersey Girl,2004,6.2,43,62638,62.0
868,I Heart Huckabees,2004,6.6,55,61720,66.0
869,Ella Enchanted,2004,6.3,53,60534,63.0
870,The Stepford Wives,2004,5.3,42,59580,53.0
871,Wimbledon,2004,6.3,59,59028,63.0
872,Friday Night Lights,2004,7.2,70,57994,72.0
873,Mindhunters,2004,6.4,33,57237,64.0
874,Les choristes,2004,7.9,56,56205,79.0
875,La mala educación,2004,7.4,81,54606,74.0
876,Ladder 49,2004,6.5,47,54324,65.0
877,The Whole Ten Yards,2004,5.5,24,53443,55.0
878,In Good Company,2004,6.4,66,53127,64.0
879,Wicker Park,2004,7.0,40,52225,70.0
880,Nochnoy dozor,2004,6.4,58,51868,64.0
881,Flight of the Phoenix,2004,6.1,47,51101,61.0
882,Alfie,2004,6.2,49,50100,62.0
883,Gegen die Wand,2004,7.9,78,50065,79.0
884,2046,2004,7.4,78,49749,74.0
885,Bin-jip,2004,8.0,72,48800,80.0
886,Dead Man's Shoes,2004,7.6,52,48525,76.0
887,Scooby-Doo 2: Monsters Unleashed,2004,5.1,34,48174,51.0
888,Veer-Zaara,2004,7.8,67,47878,78.0
889,Kinsey,2004,7.0,79,47051,70.0
890,Miracle,2004,7.5,68,46823,75.0
891,Saved!,2004,6.7,62,44148,67.0
892,After the Sunset,2004,6.3,38,44079,63.0
893,Without a Paddle,2004,5.9,29,43704,59.0
894,Shall We Dance,2004,6.1,47,42859,61.0
895,Christmas with the Kranks,2004,5.4,22,40989,54.0
896,Taxi,2004,4.5,27,39573,45.0
897,Seed of Chucky,2004,4.8,46,37807,48.0
898,Taegukgi hwinalrimyeo,2004,8.1,64,37322,81.0
899,The Prince & Me,2004,5.9,47,36928,59.0
900,Chasing Liberty,2004,6.1,46,35651,61.0
901,Inosensu: Innocence,2004,7.5,66,35597,75.0
902,Raising Helen,2004,6.0,38,35045,60.0
903,The Merchant of Venice,2004,7.0,63,34535,70.0
904,The Libertine,2004,6.3,44,34367,63.0
905,Birth,2004,6.1,50,34263,61.0
906,Maria Full of Grace,2004,7.4,87,33660,74.0
907,Exorcist: The Beginning,2004,5.2,30,32922,52.0
908,The Woodsman,2004,7.2,72,31745,72.0
909,The Final Cut,2004,6.2,43,30934,62.0
910,Melinda and Melinda,2004,6.4,54,30664,64.0
911,Die fetten Jahre sind vorbei,2004,7.5,68,30379,75.0
912,Mean Creek,2004,7.2,74,30249,72.0
913,Envy,2004,4.8,31,29583,48.0
914,Superbabies: Baby Geniuses 2,2004,1.9,9,29538,19.0
915,Spartan,2004,6.5,60,28937,65.0
916,Anacondas: The Hunt for the Blood Orchid,2004,4.7,40,28452,47.0
917,Club Dread,2004,5.7,45,27927,57.0
918,Confessions of a Teenage Drama Queen,2004,4.7,33,27088,47.0
919,Torque,2004,4.1,41,26799,41.0
920,Raise Your Voice,2004,5.9,33,26529,59.0
921,Dirty Dancing: Havana Nights,2004,6.0,39,26400,60.0
922,Win a Date with Tad Hamilton!,2004,5.6,52,26361,56.0
923,You Got Served,2004,3.9,37,25695,39.0
924,The Assassination of Richard Nixon,2004,6.9,63,25039,69.0
925,A Love Song for Bobby Long,2004,7.1,48,24815,71.0
926,Godsend,2004,4.8,24,24611,48.0
927,Millions,2004,6.8,74,24323,68.0
928,Dare mo shiranai,2004,8.1,88,24084,81.0
929,Vera Drake,2004,7.6,83,23596,76.0
930,The Perfect Score,2004,5.7,35,23370,57.0
931,Surviving Christmas,2004,5.4,19,21910,54.0
932,Laws of Attraction,2004,5.9,38,21853,59.0
933,New York Minute,2004,5.0,33,21424,50.0
934,Soul Plane,2004,4.5,33,21414,45.0
935,9 Songs,2004,4.8,43,21198,48.0
936,Vanity Fair,2004,6.2,53,20884,62.0
937,Dear Frankie,2004,7.7,63,20824,77.0
938,First Daughter,2004,5.1,31,20694,51.0
939,Twisted,2004,5.3,26,20110,53.0
940,Home on the Range,2004,5.4,50,19802,54.0
941,Bride & Prejudice,2004,6.1,55,19693,61.0
942,The Alamo,2004,6.0,47,19360,60.0
943,My Summer of Love,2004,6.7,82,19338,67.0
944,It's All Gone Pete Tong,2004,7.3,56,19109,73.0
945,Suspect Zero,2004,5.8,37,18746,58.0
946,Sam gang 2,2004,7.0,66,18453,70.0
947,Pusher II,2004,7.4,78,18179,74.0
948,Black Friday,2004,8.5,76,18141,85.0
949,Lakposhtha parvaz mikonand,2004,8.1,85,17581,81.0
950,The Big Bounce,2004,4.9,42,17520,49.0
951,Appurushîdo,2004,7.0,40,17429,70.0
952,Little Black Book,2004,5.3,36,17175,53.0
953,Metallica: Some Kind of Monster,2004,7.5,74,17164,75.0
954,Suchîmubôi,2004,6.9,66,16492,69.0
955,Born Into Brothels: Calcutta's Red Light Kids,2004,7.2,78,15962,72.0
956,Sleepover,2004,5.4,33,15170,54.0
957,The Door in the Floor,2004,6.6,67,15039,66.0
958,D.E.B.S.,2004,5.3,42,14604,53.0
959,Head in the Clouds,2004,6.6,40,14487,66.0
960,Paparazzi,2004,5.8,38,14469,58.0
961,Beyond the Sea,2004,6.7,46,14339,67.0
962,Deux frères,2004,7.1,63,14241,71.0
963,Inside I'm Dancing,2004,7.8,59,14194,78.0
964,Napola - Elite für den Führer,2004,7.4,65,14167,74.0
965,Barbershop 2: Back in Business,2004,5.7,59,14020,57.0
966,Agent Cody Banks 2: Destination London,2004,4.6,32,13855,46.0
967,Batman Begins,2005,8.2,70,1277114,82.0
968,V for Vendetta,2005,8.2,62,1009162,82.0
969,Sin City,2005,8.0,74,733035,80.0
970,Star Wars: Episode III - Revenge of the Sith,2005,7.5,68,693906,75.0
971,Harry Potter and the Goblet of Fire,2005,7.7,81,530143,77.0
972,Mr. & Mrs. Smith,2005,6.5,55,441955,65.0
973,Charlie and the Chocolate Factory,2005,6.6,72,416526,66.0
974,War of the Worlds,2005,6.5,73,408882,65.0
975,The 40 Year Old Virgin,2005,7.1,73,387556,71.0
976,King Kong,2005,7.2,81,384287,72.0
977,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,358688,69.0
978,Madagascar,2005,6.9,57,357531,69.0
979,Wedding Crashers,2005,6.9,64,327757,69.0
